"동별","연령별","항목","단위","2024. 4/4","2025. 1/4",
"답십리1동","45~49세","한국인","","2007","1975",
"답십리1동","45~49세","등록외국인","","19","17",
"답십리1동","50~54세","계","","2062","2051",
"답십리1동","50~54세","한국인","","2019","2018",
"답십리1동","50~54세","등록외국인","","43","33",
"답십리1동","55~59세","계","","1982","1984",
"답십리1동","55~59세","한국인","","1942","1946",
"답십리1동","55~59세","등록외국인","","40","38",
"답십리1동","60~64세","계","","1905","1894",
"답십리1동","60~64세","한국인","","1891","1875",
"답십리1동","60~64세","등록외국인","","14","19",
"답십리1동","65~69세","계","","1650","1666",
"답십리1동","65~69세","한국인","","1645","1659",
"답십리1동","65~69세","등록외국인","","5","7",
"답십리1동","70~74세","계","","1047","1086",
"답십리1동","70~74세","한국인","","1044","1082",
"답십리1동","70~74세","등록외국인","","3","4",
"답십리1동","75~79세","계","","863","867",
"답십리1동","75~79세","한국인","","861","865",
"답십리1동","75~79세","등록외국인","","2","2",
"답십리1동","80~84세","계","","627","634",
"답십리1동","80~84세","한국인","","626","634",
"답십리1동","80~84세","등록외국인","","1","-",
"답십리1동","85~89세","계","","298","313",
"답십리1동","85~89세","한국인","","298","312",
"답십리1동","85~89세","등록외국인","","-","1",
"답십리1동","90~94세","계","","101","103",
"답십리1동","90~94세","한국인","","101","103",
"답십리1동","90~94세","등록외국인","","-","-",
"답십리1동","95~99세","계","","15","20",
"답십리1동","95~99세","한국인","","15","20",
"답십리1동","95~99세","등록외국인","","-","-",
"답십리1동","100세 이상","계","","4","4",
"답십리1동","100세 이상","한국인","","4","4",
"답십리1동","100세 이상","등록외국인","","-","-",
"면목2동","합계","계","","23648","23560",
"면목2동","합계","한국인","","23237","23134",
"면목2동","합계","등록외국인","","411","426",
"면목2동","0~4세","계","","360","348",
"면목2동","0~4세","한국인","","342","332",
"면목2동","0~4세","등록외국인","","18","16",
"면목2동","5~9세","계","","510","488",
"면목2동","5~9세","한국인","","499","472",
"면목2동","5~9세","등록외국인","","11","16",
"면목2동","10~14세","계","","626","624",
"면목2동","10~14세","한국인","","622","620",
"면목2동","10~14세","등록외국인","","4","4",
"면목2동","15~19세","계","","697","672",
"면목2동","15~19세","한국인","","676","660",
"면목2동","15~19세","등록외국인","","21","12",
"면목2동","20~24세","계","","1052","1029",
"면목2동","20~24세","한국인","","1004","979",
"면목2동","20~24세","등록외국인","","48","50",
"면목2동","25~29세","계","","1772","1749",
"면목2동","25~29세","한국인","","1708","1684",
"면목2동","25~29세","등록외국인","","64","65",
"면목2동","30~34세","계","","1927","1946",
"면목2동","30~34세","한국인","","1888","1901",
"면목2동","30~34세","등록외국인","","39","45",
"면목2동","35~39세","계","","1530","1523",
"면목2동","35~39세","한국인","","1483","1474",
"면목2동","35~39세","등록외국인","","47","49",
"면목2동","40~44세","계","","1585","1528",
"면목2동","40~44세","한국인","","1552","1495",
"면목2동","40~44세","등록외국인","","33","33",
"면목2동","45~49세","계","","1584","1617",
"면목2동","45~49세","한국인","","1560","1586",
"면목2동","45~49세","등록외국인","","24","31",
"면목2동","50~54세","계","","1957","1916",
"면목2동","50~54세","한국인","","1931","1897",
"면목2동","50~54세","등록외국인","","26","19",
"면목2동","55~59세","계","","2340","2326",
"면목2동","55~59세","한국인","","2297","2281",
"면목2동","55~59세","등록외국인","","43","45",
"면목2동","60~64세","계","","2355","2357",
"면목2동","60~64세","한국인","","2334","2332",
"면목2동","60~64세","등록외국인","","21","25",
"면목2동","65~69세","계","","1945","1937",
"면목2동","65~69세","한국인","","1935","1924",
"면목2동","65~69세","등록외국인","","10","13",
"면목2동","70~74세","계","","1266","1314",
"면목2동","70~74세","한국인","","1264","1313",
"면목2동","70~74세","등록외국인","","2","1",
"면목2동","75~79세","계","","970","981",
"면목2동","75~79세","한국인","","970","979",
"면목2동","75~79세","등록외국인","","-","2",
"면목2동","80~84세","계","","694","721",
"면목2동","80~84세","한국인","","694","721",
"면목2동","80~84세","등록외국인","","-","-",
"면목2동","85~89세","계","","343","345",
"면목2동","85~89세","한국인","","343","345",
"면목2동","85~89세","등록외국인","","-","-",
"면목2동","90~94세","계","","104","110",
"면목2동","90~94세","한국인","","104","110",
"면목2동","90~94세","등록외국인","","-","-",
"면목2동","95~99세","계","","27","23",
"면목2동","95~99세","한국인","","27","23",
"면목2동","95~99세","등록외국인","","-","-",
"면목2동","100세 이상","계","","4","6",
"면목2동","100세 이상","한국인","","4","6",
"면목2동","100세 이상","등록외국인","","-","-",
"면목4동","합계","계","","18256","18134",
"면목4동","합계","한국인","","17900","17775",
"면목4동","합계","등록외국인","","356","359",
"면목4동","0~4세","계","","352","338",
"면목4동","0~4세","한국인","","339","325",
"면목4동","0~4세","등록외국인","","13","13",
"면목4동","5~9세","계","","449","421",
"면목4동","5~9세","한국인","","441","415",
"면목4동","5~9세","등록외국인","","8","6",
"면목4동","10~14세","계","","550","541",
"면목4동","10~14세","한국인","","533","523",
"면목4동","10~14세","등록외국인","","17","18",
"면목4동","15~19세","계","","569","545",
"면목4동","15~19세","한국인","","540","523",
"면목4동","15~19세","등록외국인","","29","22",
"면목4동","20~24세","계","","853","849",
"면목4동","20~24세","한국인","","809","797",
"면목4동","20~24세","등록외국인","","44","52",
"면목4동","25~29세","계","","1310","1284",
"면목4동","25~29세","한국인","","1277","1248",
"면목4동","25~29세","등록외국인","","33","36",
"면목4동","30~34세","계","","1345","1327",
"면목4동","30~34세","한국인","","1293","1286",
"면목4동","30~34세","등록외국인","","52","41",
"면목4동","35~39세","계","","1206","1187",
"면목4동","35~39세","한국인","","1164","1140",
"면목4동","35~39세","등록외국인","","42","47",
"면목4동","40~44세","계","","1335","1314",
"면목4동","40~44세","한국인","","1315","1288",
"면목4동","40~44세","등록외국인","","20","26",
"면목4동","45~49세","계","","1281","1276",
"면목4동","45~49세","한국인","","1254","1252",
"면목4동","45~49세","등록외국인","","27","24",
"면목4동","50~54세","계","","1548","1549",
"면목4동","50~54세","한국인","","1532","1529",
"면목4동","50~54세","등록외국인","","16","20",
"면목4동","55~59세","계","","1622","1628",
"면목4동","55~59세","한국인","","1594","1607",
"면목4동","55~59세","등록외국인","","28","21",
"면목4동","60~64세","계","","1567","1549",
"면목4동","60~64세","한국인","","1551","1528",
"면목4동","60~64세","등록외국인","","16","21",
"면목4동","65~69세","계","","1442","1462",
"면목4동","65~69세","한국인","","1436","1456",
"면목4동","65~69세","등록외국인","","6","6",
"면목4동","70~74세","계","","1045","1071",
"면목4동","70~74세","한국인","","1041","1067",
"면목4동","70~74세","등록외국인","","4","4",
"면목4동","75~79세","계","","877","872",
"면목4동","75~79세","한국인","","877","871",
"면목4동","75~79세","등록외국인","","-","1",
"면목4동","80~84세","계","","604","612",
"면목4동","80~84세","한국인","","604","612",
"면목4동","80~84세","등록외국인","","-","-",
"면목4동","85~89세","계","","216","227",
"면목4동","85~89세","한국인","","215","226",
"면목4동","85~89세","등록외국인","","1","1",
"면목4동","90~94세","계","","64","61",
"면목4동","90~94세","한국인","","64","61",
"면목4동","90~94세","등록외국인","","-","-",
"면목4동","95~99세","계","","18","18",
"면목4동","95~99세","한국인","","18","18",
"면목4동","95~99세","등록외국인","","-","-",
"면목4동","100세 이상","계","","3","3",
"면목4동","100세 이상","한국인","","3","3",
"면목4동","100세 이상","등록외국인","","-","-",
"면목5동","합계","계","","14376","14304",
"면목5동","합계","한국인","","14208","14133",
"면목5동","합계","등록외국인","","168","171",
"면목5동","0~4세","계","","514","482",
"면목5동","0~4세","한국인","","506","476",
"면목5동","0~4세","등록외국인","","8","6",
"면목5동","5~9세","계","","639","636",
"면목5동","5~9세","한국인","","631","629",
"면목5동","5~9세","등록외국인","","8","7",
"면목5동","10~14세","계","","487","476",
"면목5동","10~14세","한국인","","483","471",
"면목5동","10~14세","등록외국인","","4","5",
"면목5동","15~19세","계","","415","417",
"면목5동","15~19세","한국인","","407","410",
"면목5동","15~19세","등록외국인","","8","7",
"면목5동","20~24세","계","","583","578",
"면목5동","20~24세","한국인","","571","566",
"면목5동","20~24세","등록외국인","","12","12",
"면목5동","25~29세","계","","867","859",
"면목5동","25~29세","한국인","","849","842",
"면목5동","25~29세","등록외국인","","18","17",
"면목5동","30~34세","계","","1113","1083",
"면목5동","30~34세","한국인","","1087","1058",
"면목5동","30~34세","등록외국인","","26","25",
"면목5동","35~39세","계","","1190","1176",
"면목5동","35~39세","한국인","","1172","1155",
"면목5동","35~39세","등록외국인","","18","21",
"면목5동","40~44세","계","","1363","1336",
"면목5동","40~44세","한국인","","1353","1323",
"면목5동","40~44세","등록외국인","","10","13",
"면목5동","45~49세","계","","969","986",
"면목5동","45~49세","한국인","","960","978",
"면목5동","45~49세","등록외국인","","9","8",
"면목5동","50~54세","계","","1217","1223",
"면목5동","50~54세","한국인","","1206","1211",
"면목5동","50~54세","등록외국인","","11","12",
"면목5동","55~59세","계","","1176","1184",
"면목5동","55~59세","한국인","","1152","1162",
"면목5동","55~59세","등록외국인","","24","22",
"면목5동","60~64세","계","","1157","1139",
"면목5동","60~64세","한국인","","1150","1128",
"면목5동","60~64세","등록외국인","","7","11",
"면목5동","65~69세","계","","1044","1028",
"면목5동","65~69세","한국인","","1042","1026",
"면목5동","65~69세","등록외국인","","2","2",
"면목5동","70~74세","계","","638","676",
"면목5동","70~74세","한국인","","636","674",
"면목5동","70~74세","등록외국인","","2","2",
"면목5동","75~79세","계","","474","476",
"면목5동","75~79세","한국인","","473","475",
"면목5동","75~79세","등록외국인","","1","1",
"면목5동","80~84세","계","","327","345",
"면목5동","80~84세","한국인","","327","345",
"면목5동","80~84세","등록외국인","","-","-",
"면목5동","85~89세","계","","152","149",
