"동별","연령별","항목","단위","2024. 4/4","2025. 1/4",
"도봉1동","45~49세","한국인","","1185","1187",
"도봉1동","45~49세","등록외국인","","11","9",
"도봉1동","50~54세","계","","1679","1671",
"도봉1동","50~54세","한국인","","1663","1658",
"도봉1동","50~54세","등록외국인","","16","13",
"도봉1동","55~59세","계","","1782","1812",
"도봉1동","55~59세","한국인","","1765","1800",
"도봉1동","55~59세","등록외국인","","17","12",
"도봉1동","60~64세","계","","1975","1963",
"도봉1동","60~64세","한국인","","1970","1953",
"도봉1동","60~64세","등록외국인","","5","10",
"도봉1동","65~69세","계","","2015","1995",
"도봉1동","65~69세","한국인","","2011","1990",
"도봉1동","65~69세","등록외국인","","4","5",
"도봉1동","70~74세","계","","1527","1568",
"도봉1동","70~74세","한국인","","1526","1567",
"도봉1동","70~74세","등록외국인","","1","1",
"도봉1동","75~79세","계","","1323","1333",
"도봉1동","75~79세","한국인","","1323","1333",
"도봉1동","75~79세","등록외국인","","-","-",
"도봉1동","80~84세","계","","942","937",
"도봉1동","80~84세","한국인","","942","937",
"도봉1동","80~84세","등록외국인","","-","-",
"도봉1동","85~89세","계","","448","467",
"도봉1동","85~89세","한국인","","447","466",
"도봉1동","85~89세","등록외국인","","1","1",
"도봉1동","90~94세","계","","139","146",
"도봉1동","90~94세","한국인","","139","146",
"도봉1동","90~94세","등록외국인","","-","-",
"도봉1동","95~99세","계","","33","36",
"도봉1동","95~99세","한국인","","33","36",
"도봉1동","95~99세","등록외국인","","-","-",
"도봉1동","100세 이상","계","","3","4",
"도봉1동","100세 이상","한국인","","3","4",
"도봉1동","100세 이상","등록외국인","","-","-",
"도봉2동","합계","계","","26148","25992",
"도봉2동","합계","한국인","","25994","25833",
"도봉2동","합계","등록외국인","","154","159",
"도봉2동","0~4세","계","","625","602",
"도봉2동","0~4세","한국인","","621","597",
"도봉2동","0~4세","등록외국인","","4","5",
"도봉2동","5~9세","계","","738","717",
"도봉2동","5~9세","한국인","","733","713",
"도봉2동","5~9세","등록외국인","","5","4",
"도봉2동","10~14세","계","","641","625",
"도봉2동","10~14세","한국인","","638","621",
"도봉2동","10~14세","등록외국인","","3","4",
"도봉2동","15~19세","계","","756","760",
"도봉2동","15~19세","한국인","","756","760",
"도봉2동","15~19세","등록외국인","","-","-",
"도봉2동","20~24세","계","","1021","984",
"도봉2동","20~24세","한국인","","1014","980",
"도봉2동","20~24세","등록외국인","","7","4",
"도봉2동","25~29세","계","","1574","1545",
"도봉2동","25~29세","한국인","","1553","1521",
"도봉2동","25~29세","등록외국인","","21","24",
"도봉2동","30~34세","계","","1773","1765",
"도봉2동","30~34세","한국인","","1749","1743",
"도봉2동","30~34세","등록외국인","","24","22",
"도봉2동","35~39세","계","","1610","1596",
"도봉2동","35~39세","한국인","","1587","1570",
"도봉2동","35~39세","등록외국인","","23","26",
"도봉2동","40~44세","계","","1834","1808",
"도봉2동","40~44세","한국인","","1811","1784",
"도봉2동","40~44세","등록외국인","","23","24",
"도봉2동","45~49세","계","","1592","1587",
"도봉2동","45~49세","한국인","","1582","1576",
"도봉2동","45~49세","등록외국인","","10","11",
"도봉2동","50~54세","계","","1984","1957",
"도봉2동","50~54세","한국인","","1976","1947",
"도봉2동","50~54세","등록외국인","","8","10",
"도봉2동","55~59세","계","","2126","2144",
"도봉2동","55~59세","한국인","","2117","2136",
"도봉2동","55~59세","등록외국인","","9","8",
"도봉2동","60~64세","계","","2358","2320",
"도봉2동","60~64세","한국인","","2347","2309",
"도봉2동","60~64세","등록외국인","","11","11",
"도봉2동","65~69세","계","","2550","2532",
"도봉2동","65~69세","한국인","","2548","2530",
"도봉2동","65~69세","등록외국인","","2","2",
"도봉2동","70~74세","계","","1843","1913",
"도봉2동","70~74세","한국인","","1841","1911",
"도봉2동","70~74세","등록외국인","","2","2",
"도봉2동","75~79세","계","","1404","1408",
"도봉2동","75~79세","한국인","","1403","1407",
"도봉2동","75~79세","등록외국인","","1","1",
"도봉2동","80~84세","계","","974","974",
"도봉2동","80~84세","한국인","","973","973",
"도봉2동","80~84세","등록외국인","","1","1",
"도봉2동","85~89세","계","","536","544",
"도봉2동","85~89세","한국인","","536","544",
"도봉2동","85~89세","등록외국인","","-","-",
"도봉2동","90~94세","계","","150","153",
"도봉2동","90~94세","한국인","","150","153",
"도봉2동","90~94세","등록외국인","","-","-",
"도봉2동","95~99세","계","","51","51",
"도봉2동","95~99세","한국인","","51","51",
"도봉2동","95~99세","등록외국인","","-","-",
"도봉2동","100세 이상","계","","8","7",
"도봉2동","100세 이상","한국인","","8","7",
"도봉2동","100세 이상","등록외국인","","-","-",
"월계1동","합계","계","","21162","21196",
"월계1동","합계","한국인","","20318","20342",
"월계1동","합계","등록외국인","","844","854",
"월계1동","0~4세","계","","389","371",
"월계1동","0~4세","한국인","","383","366",
"월계1동","0~4세","등록외국인","","6","5",
"월계1동","5~9세","계","","434","423",
"월계1동","5~9세","한국인","","428","416",
"월계1동","5~9세","등록외국인","","6","7",
"월계1동","10~14세","계","","627","608",
"월계1동","10~14세","한국인","","624","605",
"월계1동","10~14세","등록외국인","","3","3",
"월계1동","15~19세","계","","939","970",
"월계1동","15~19세","한국인","","837","903",
"월계1동","15~19세","등록외국인","","102","67",
"월계1동","20~24세","계","","2341","2415",
"월계1동","20~24세","한국인","","1963","2018",
"월계1동","20~24세","등록외국인","","378","397",
"월계1동","25~29세","계","","1754","1733",
"월계1동","25~29세","한국인","","1578","1537",
"월계1동","25~29세","등록외국인","","176","196",
"월계1동","30~34세","계","","1344","1340",
"월계1동","30~34세","한국인","","1273","1265",
"월계1동","30~34세","등록외국인","","71","75",
"월계1동","35~39세","계","","1096","1104",
"월계1동","35~39세","한국인","","1062","1071",
"월계1동","35~39세","등록외국인","","34","33",
"월계1동","40~44세","계","","1274","1253",
"월계1동","40~44세","한국인","","1257","1232",
"월계1동","40~44세","등록외국인","","17","21",
"월계1동","45~49세","계","","1474","1442",
"월계1동","45~49세","한국인","","1459","1430",
"월계1동","45~49세","등록외국인","","15","12",
"월계1동","50~54세","계","","1720","1710",
"월계1동","50~54세","한국인","","1705","1698",
"월계1동","50~54세","등록외국인","","15","12",
"월계1동","55~59세","계","","1588","1581",
"월계1동","55~59세","한국인","","1579","1570",
"월계1동","55~59세","등록외국인","","9","11",
"월계1동","60~64세","계","","1563","1579",
"월계1동","60~64세","한국인","","1555","1571",
"월계1동","60~64세","등록외국인","","8","8",
"월계1동","65~69세","계","","1536","1524",
"월계1동","65~69세","한국인","","1534","1519",
"월계1동","65~69세","등록외국인","","2","5",
"월계1동","70~74세","계","","1120","1155",
"월계1동","70~74세","한국인","","1118","1153",
"월계1동","70~74세","등록외국인","","2","2",
"월계1동","75~79세","계","","920","931",
"월계1동","75~79세","한국인","","920","931",
"월계1동","75~79세","등록외국인","","-","-",
"월계1동","80~84세","계","","605","612",
"월계1동","80~84세","한국인","","605","612",
"월계1동","80~84세","등록외국인","","-","-",
"월계1동","85~89세","계","","328","332",
"월계1동","85~89세","한국인","","328","332",
"월계1동","85~89세","등록외국인","","-","-",
"월계1동","90~94세","계","","86","88",
"월계1동","90~94세","한국인","","86","88",
"월계1동","90~94세","등록외국인","","-","-",
"월계1동","95~99세","계","","20","22",
"월계1동","95~99세","한국인","","20","22",
"월계1동","95~99세","등록외국인","","-","-",
"월계1동","100세 이상","계","","4","3",
"월계1동","100세 이상","한국인","","4","3",
"월계1동","100세 이상","등록외국인","","-","-",
"월계2동","합계","계","","25359","25274",
"월계2동","합계","한국인","","25179","25091",
"월계2동","합계","등록외국인","","180","183",
"월계2동","0~4세","계","","553","528",
"월계2동","0~4세","한국인","","551","526",
"월계2동","0~4세","등록외국인","","2","2",
"월계2동","5~9세","계","","716","696",
"월계2동","5~9세","한국인","","712","691",
"월계2동","5~9세","등록외국인","","4","5",
"월계2동","10~14세","계","","849","857",
"월계2동","10~14세","한국인","","847","856",
"월계2동","10~14세","등록외국인","","2","1",
"월계2동","15~19세","계","","998","1030",
"월계2동","15~19세","한국인","","987","1019",
"월계2동","15~19세","등록외국인","","11","11",
"월계2동","20~24세","계","","1289","1251",
"월계2동","20~24세","한국인","","1268","1231",
"월계2동","20~24세","등록외국인","","21","20",
"월계2동","25~29세","계","","1364","1357",
"월계2동","25~29세","한국인","","1345","1337",
"월계2동","25~29세","등록외국인","","19","20",
"월계2동","30~34세","계","","1432","1410",
"월계2동","30~34세","한국인","","1414","1392",
"월계2동","30~34세","등록외국인","","18","18",
"월계2동","35~39세","계","","1379","1360",
"월계2동","35~39세","한국인","","1358","1340",
"월계2동","35~39세","등록외국인","","21","20",
"월계2동","40~44세","계","","1791","1766",
"월계2동","40~44세","한국인","","1767","1741",
"월계2동","40~44세","등록외국인","","24","25",
"월계2동","45~49세","계","","1860","1876",
"월계2동","45~49세","한국인","","1846","1859",
"월계2동","45~49세","등록외국인","","14","17",
"월계2동","50~54세","계","","2179","2134",
"월계2동","50~54세","한국인","","2163","2123",
"월계2동","50~54세","등록외국인","","16","11",
"월계2동","55~59세","계","","2134","2162",
"월계2동","55~59세","한국인","","2118","2146",
"월계2동","55~59세","등록외국인","","16","16",
"월계2동","60~64세","계","","2211","2161",
"월계2동","60~64세","한국인","","2202","2148",
"월계2동","60~64세","등록외국인","","9","13",
"월계2동","65~69세","계","","2270","2255",
"월계2동","65~69세","한국인","","2269","2253",
"월계2동","65~69세","등록외국인","","1","2",
"월계2동","70~74세","계","","1684","1760",
"월계2동","70~74세","한국인","","1683","1759",
"월계2동","70~74세","등록외국인","","1","1",
"월계2동","75~79세","계","","1163","1194",
"월계2동","75~79세","한국인","","1163","1194",
"월계2동","75~79세","등록외국인","","-","-",
"월계2동","80~84세","계","","856","856",
"월계2동","80~84세","한국인","","855","855",
"월계2동","80~84세","등록외국인","","1","1",
"월계2동","85~89세","계","","401","397",
"월계2동","85~89세","한국인","","401","397",
"월계2동","85~89세","등록외국인","","-","-",
"월계2동","90~94세","계","","187","183",
"월계2동","90~94세","한국인","","187","183",
"월계2동","90~94세","등록외국인","","-","-",
"월계2동","95~99세","계","","35","34",
"월계2동","95~99세","한국인","","35","34",
"월계2동","95~99세","등록외국인","","-","-",
"월계2동","100세 이상","계","","8","7",
"월계2동","100세 이상","한국인","","8","7",
"월계2동","100세 이상","등록외국인","","-","-",
"월계3동","합계","계","","28430","28297",
"월계3동","합계","한국인","","28257","28121",
"월계3동","합계","등록외국인","","173","176",
"월계3동","0~4세","계","","773","753",
"월계3동","0~4세","한국인","","771","753",
"월계3동","0~4세","등록외국인","","2","-",
"월계3동","5~9세","계","","832","811",
"월계3동","5~9세","한국인","","828","806",
"월계3동","5~9세","등록외국인","","4","5",
"월계3동","10~14세","계","","886","862",
"월계3동","10~14세","한국인","","884","859",
"월계3동","10~14세","등록외국인","","2","3",
"월계3동","15~19세","계","","927","932",
"월계3동","15~19세","한국인","","922","929",
"월계3동","15~19세","등록외국인","","5","3",
"월계3동","20~24세","계","","1312","1271",
"월계3동","20~24세","한국인","","1295","1256",
"월계3동","20~24세","등록외국인","","17","15",
"월계3동","25~29세","계","","1726","1743",
"월계3동","25~29세","한국인","","1708","1728",
"월계3동","25~29세","등록외국인","","18","15",
"월계3동","30~34세","계","","2182","2161",
"월계3동","30~34세","한국인","","2156","2137",
"월계3동","30~34세","등록외국인","","26","24",
"월계3동","35~39세","계","","2111","2132",
"월계3동","35~39세","한국인","","2084","2098",
"월계3동","35~39세","등록외국인","","27","34",
"월계3동","40~44세","계","","2183","2089",
"월계3동","40~44세","한국인","","2170","2077",
"월계3동","40~44세","등록외국인","","13","12",
"월계3동","45~49세","계","","1844","1851",
"월계3동","45~49세","한국인","","1828","1836",
"월계3동","45~49세","등록외국인","","16","15",
"월계3동","50~54세","계","","2298","2280",
"월계3동","50~54세","한국인","","2281","2261",
"월계3동","50~54세","등록외국인","","17","19",
"월계3동","55~59세","계","","2212","2213",
"월계3동","55~59세","한국인","","2201","2203",
"월계3동","55~59세","등록외국인","","11","10",
"월계3동","60~64세","계","","2267","2252",
"월계3동","60~64세","한국인","","2258","2238",
"월계3동","60~64세","등록외국인","","9","14",
"월계3동","65~69세","계","","2313","2305",
"월계3동","65~69세","한국인","","2310","2301",
"월계3동","65~69세","등록외국인","","3","4",
"월계3동","70~74세","계","","1679","1740",
"월계3동","70~74세","한국인","","1678","1739",
"월계3동","70~74세","등록외국인","","1","1",
"월계3동","75~79세","계","","1290","1290",
"월계3동","75~79세","한국인","","1289","1289",
"월계3동","75~79세","등록외국인","","1","1",
"월계3동","80~84세","계","","907","893",
"월계3동","80~84세","한국인","","906","892",
"월계3동","80~84세","등록외국인","","1","1",
"월계3동","85~89세","계","","478","494",
"월계3동","85~89세","한국인","","478","494",
"월계3동","85~89세","등록외국인","","-","-",
"월계3동","90~94세","계","","166","177",
"월계3동","90~94세","한국인","","166","177",
"월계3동","90~94세","등록외국인","","-","-",
"월계3동","95~99세","계","","39","43",
"월계3동","95~99세","한국인","","39","43",
"월계3동","95~99세","등록외국인","","-","-",
"월계3동","100세 이상","계","","5","5",
"월계3동","100세 이상","한국인","","5","5",
"월계3동","100세 이상","등록외국인","","-","-",
"공릉2동","합계","계","","42337","42128",
"공릉2동","합계","한국인","","41322","41159",
"공릉2동","합계","등록외국인","","1015","969",
"공릉2동","0~4세","계","","1146","1135",
"공릉2동","0~4세","한국인","","1143","1133",
"공릉2동","0~4세","등록외국인","","3","2",
"공릉2동","5~9세","계","","1598","1543",
"공릉2동","5~9세","한국인","","1595","1539",
"공릉2동","5~9세","등록외국인","","3","4",
"공릉2동","10~14세","계","","1910","1883",
"공릉2동","10~14세","한국인","","1908","1881",
"공릉2동","10~14세","등록외국인","","2","2",
"공릉2동","15~19세","계","","2253","2262",
"공릉2동","15~19세","한국인","","2142","2220",
"공릉2동","15~19세","등록외국인","","111","42",
"공릉2동","20~24세","계","","4261","4227",
"공릉2동","20~24세","한국인","","3857","3843",
"공릉2동","20~24세","등록외국인","","404","384",
"공릉2동","25~29세","계","","3241","3212",
"공릉2동","25~29세","한국인","","2991","2940",
"공릉2동","25~29세","등록외국인","","250","272",
"공릉2동","30~34세","계","","2868","2857",
"공릉2동","30~34세","한국인","","2789","2755",
"공릉2동","30~34세","등록외국인","","79","102",
"공릉2동","35~39세","계","","2780","2746",
"공릉2동","35~39세","한국인","","2726","2695",
"공릉2동","35~39세","등록외국인","","54","51",
"공릉2동","40~44세","계","","3263","3194",
"공릉2동","40~44세","한국인","","3233","3161",
"공릉2동","40~44세","등록외국인","","30","33",
"공릉2동","45~49세","계","","3167","3152",
"공릉2동","45~49세","한국인","","3137","3126",
"공릉2동","45~49세","등록외국인","","30","26",
"공릉2동","50~54세","계","","3568","3524",
"공릉2동","50~54세","한국인","","3555","3508",
"공릉2동","50~54세","등록외국인","","13","16",
"공릉2동","55~59세","계","","2931","2982",
"공릉2동","55~59세","한국인","","2920","2969",
"공릉2동","55~59세","등록외국인","","11","13",
"공릉2동","60~64세","계","","2774","2695",
"공릉2동","60~64세","한국인","","2761","2685",
"공릉2동","60~64세","등록외국인","","13","10",
"공릉2동","65~69세","계","","2480","2499",
"공릉2동","65~69세","한국인","","2471","2490",
"공릉2동","65~69세","등록외국인","","9","9",
"공릉2동","70~74세","계","","1582","1642",
"공릉2동","70~74세","한국인","","1582","1642",
"공릉2동","70~74세","등록외국인","","-","-",
"공릉2동","75~79세","계","","1144","1160",
"공릉2동","75~79세","한국인","","1141","1158",
"공릉2동","75~79세","등록외국인","","3","2",
"공릉2동","80~84세","계","","766","787",
"공릉2동","80~84세","한국인","","766","786",
"공릉2동","80~84세","등록외국인","","-","1",
"공릉2동","85~89세","계","","431","441",
"공릉2동","85~89세","한국인","","431","441",
"공릉2동","85~89세","등록외국인","","-","-",
"공릉2동","90~94세","계","","139","151",
"공릉2동","90~94세","한국인","","139","151",
"공릉2동","90~94세","등록외국인","","-","-",
"공릉2동","95~99세","계","","33","34",
"공릉2동","95~99세","한국인","","33","34",
"공릉2동","95~99세","등록외국인","","-","-",
"공릉2동","100세 이상","계","","2","2",
"공릉2동","100세 이상","한국인","","2","2",
"공릉2동","100세 이상","등록외국인","","-","-",
"하계1동","합계","계","","26430","26735",
"하계1동","합계","한국인","","25747","26085",
"하계1동","합계","등록외국인","","683","650",
"하계1동","0~4세","계","","328","332",
"하계1동","0~4세","한국인","","322","328",
"하계1동","0~4세","등록외국인","","6","4",
"하계1동","5~9세","계","","496","491",
"하계1동","5~9세","한국인","","489","483",
"하계1동","5~9세","등록외국인","","7","8",
"하계1동","10~14세","계","","906","910",
"하계1동","10~14세","한국인","","903","906",
"하계1동","10~14세","등록외국인","","3","4",
"하계1동","15~19세","계","","1816","2147",
"하계1동","15~19세","한국인","","1753","2091",
"하계1동","15~19세","등록외국인","","63","56",
"하계1동","20~24세","계","","2970","2931",
"하계1동","20~24세","한국인","","2685","2709",
"하계1동","20~24세","등록외국인","","285","222",
"하계1동","25~29세","계","","2069","2082",
"하계1동","25~29세","한국인","","1895","1894",
"하계1동","25~29세","등록외국인","","174","188",
"하계1동","30~34세","계","","1520","1555",
"하계1동","30~34세","한국인","","1457","1474",
"하계1동","30~34세","등록외국인","","63","81",
"하계1동","35~39세","계","","1173","1201",
"하계1동","35~39세","한국인","","1151","1175",
"하계1동","35~39세","등록외국인","","22","26",
"하계1동","40~44세","계","","1352","1345",
"하계1동","40~44세","한국인","","1330","1325",
"하계1동","40~44세","등록외국인","","22","20",
"하계1동","45~49세","계","","1756","1717",
"하계1동","45~49세","한국인","","1744","1702",
"하계1동","45~49세","등록외국인","","12","15",
"하계1동","50~54세","계","","2540","2504",
"하계1동","50~54세","한국인","","2530","2494",
"하계1동","50~54세","등록외국인","","10","10",
"하계1동","55~59세","계","","2222","2190",
"하계1동","55~59세","한국인","","2215","2183",
"하계1동","55~59세","등록외국인","","7","7",
"하계1동","60~64세","계","","2144","2090",
"하계1동","60~64세","한국인","","2140","2087",
"하계1동","60~64세","등록외국인","","4","3",
"하계1동","65~69세","계","","1823","1838",
"하계1동","65~69세","한국인","","1820","1835",
"하계1동","65~69세","등록외국인","","3","3",
"하계1동","70~74세","계","","1196","1266",
"하계1동","70~74세","한국인","","1195","1264",
"하계1동","70~74세","등록외국인","","1","2",
"하계1동","75~79세","계","","887","901",
"하계1동","75~79세","한국인","","886","900",
"하계1동","75~79세","등록외국인","","1","1",
"하계1동","80~84세","계","","652","644",
"하계1동","80~84세","한국인","","652","644",
"하계1동","80~84세","등록외국인","","-","-",
"하계1동","85~89세","계","","397","399",
"하계1동","85~89세","한국인","","397","399",
"하계1동","85~89세","등록외국인","","-","-",
"하계1동","90~94세","계","","145","149",
"하계1동","90~94세","한국인","","145","149",
"하계1동","90~94세","등록외국인","","-","-",
"하계1동","95~99세","계","","30","35",
"하계1동","95~99세","한국인","","30","35",
"하계1동","95~99세","등록외국인","","-","-",
"하계1동","100세 이상","계","","8","8",
"하계1동","100세 이상","한국인","","8","8",
"하계1동","100세 이상","등록외국인","","-","-",
"하계2동","합계","계","","20926","20852",
"하계2동","합계","한국인","","20868","20794",
"하계2동","합계","등록외국인","","58","58",
"하계2동","0~4세","계","","394","382",
"하계2동","0~4세","한국인","","394","382",
"하계2동","0~4세","등록외국인","","-","-",
"하계2동","5~9세","계","","743","714",
"하계2동","5~9세","한국인","","741","713",
"하계2동","5~9세","등록외국인","","2","1",
"하계2동","10~14세","계","","1110","1104",
"하계2동","10~14세","한국인","","1110","1103",
"하계2동","10~14세","등록외국인","","-","1",
"하계2동","15~19세","계","","1267","1235",
"하계2동","15~19세","한국인","","1266","1234",
"하계2동","15~19세","등록외국인","","1","1",
"하계2동","20~24세","계","","1214","1193",
"하계2동","20~24세","한국인","","1213","1193",
"하계2동","20~24세","등록외국인","","1","-",
"하계2동","25~29세","계","","1227","1229",
"하계2동","25~29세","한국인","","1223","1225",
"하계2동","25~29세","등록외국인","","4","4",
"하계2동","30~34세","계","","1248","1252",
"하계2동","30~34세","한국인","","1240","1243",
"하계2동","30~34세","등록외국인","","8","9",
"하계2동","35~39세","계","","1196","1192",
"하계2동","35~39세","한국인","","1186","1183",
"하계2동","35~39세","등록외국인","","10","9",
"하계2동","40~44세","계","","1536","1534",
"하계2동","40~44세","한국인","","1523","1521",
"하계2동","40~44세","등록외국인","","13","13",
"하계2동","45~49세","계","","1771","1737",
"하계2동","45~49세","한국인","","1768","1733",
"하계2동","45~49세","등록외국인","","3","4",
"하계2동","50~54세","계","","2040","2016",
"하계2동","50~54세","한국인","","2035","2011",
"하계2동","50~54세","등록외국인","","5","5",
"하계2동","55~59세","계","","1753","1760",
"하계2동","55~59세","한국인","","1747","1754",
"하계2동","55~59세","등록외국인","","6","6",
"하계2동","60~64세","계","","1686","1677",
"하계2동","60~64세","한국인","","1684","1675",
"하계2동","60~64세","등록외국인","","2","2",
"하계2동","65~69세","계","","1289","1330",
"하계2동","65~69세","한국인","","1289","1330",
"하계2동","65~69세","등록외국인","","-","-",
"하계2동","70~74세","계","","827","844",
"하계2동","70~74세","한국인","","826","843",
"하계2동","70~74세","등록외국인","","1","1",
"하계2동","75~79세","계","","699","704",
"하계2동","75~79세","한국인","","697","702",
"하계2동","75~79세","등록외국인","","2","2",
"하계2동","80~84세","계","","489","493",
"하계2동","80~84세","한국인","","489","493",
"하계2동","80~84세","등록외국인","","-","-",
"하계2동","85~89세","계","","320","326",
"하계2동","85~89세","한국인","","320","326",
"하계2동","85~89세","등록외국인","","-","-",
"하계2동","90~94세","계","","94","105",
"하계2동","90~94세","한국인","","94","105",
"하계2동","90~94세","등록외국인","","-","-",
"하계2동","95~99세","계","","23","25",
"하계2동","95~99세","한국인","","23","25",
"하계2동","95~99세","등록외국인","","-","-",
"하계2동","100세 이상","계","","-","-",
"하계2동","100세 이상","한국인","","-","-",
"하계2동","100세 이상","등록외국인","","-","-",
"중계본동","합계","계","","22671","22432",
"중계본동","합계","한국인","","22606","22369",
"중계본동","합계","등록외국인","","65","63",
"중계본동","0~4세","계","","260","270",
"중계본동","0~4세","한국인","","260","270",
"중계본동","0~4세","등록외국인","","-","-",
"중계본동","5~9세","계","","823","803",
"중계본동","5~9세","한국인","","823","803",
"중계본동","5~9세","등록외국인","","-","-",
"중계본동","10~14세","계","","1947","1909",
"중계본동","10~14세","한국인","","1947","1909",
"중계본동","10~14세","등록외국인","","-","-",
"중계본동","15~19세","계","","2173","2118",
"중계본동","15~19세","한국인","","2172","2117",
"중계본동","15~19세","등록외국인","","1","1",
"중계본동","20~24세","계","","1583","1556",
"중계본동","20~24세","한국인","","1583","1556",
"중계본동","20~24세","등록외국인","","-","-",
"중계본동","25~29세","계","","1247","1233",
"중계본동","25~29세","한국인","","1241","1228",
"중계본동","25~29세","등록외국인","","6","5",
"중계본동","30~34세","계","","893","875",
"중계본동","30~34세","한국인","","881","865",
"중계본동","30~34세","등록외국인","","12","10",
"중계본동","35~39세","계","","770","762",
"중계본동","35~39세","한국인","","765","757",
"중계본동","35~39세","등록외국인","","5","5",
"중계본동","40~44세","계","","1632","1633",
"중계본동","40~44세","한국인","","1622","1623",
"중계본동","40~44세","등록외국인","","10","10",
"중계본동","45~49세","계","","2454","2389",
"중계본동","45~49세","한국인","","2443","2380",
"중계본동","45~49세","등록외국인","","11","9",
"중계본동","50~54세","계","","2703","2688",
"중계본동","50~54세","한국인","","2698","2679",
"중계본동","50~54세","등록외국인","","5","9",
"중계본동","55~59세","계","","1887","1865",
"중계본동","55~59세","한국인","","1881","1859",
"중계본동","55~59세","등록외국인","","6","6",
"중계본동","60~64세","계","","1547","1538",
"중계본동","60~64세","한국인","","1541","1534",
"중계본동","60~64세","등록외국인","","6","4",
"중계본동","65~69세","계","","1066","1077",
"중계본동","65~69세","한국인","","1065","1076",
"중계본동","65~69세","등록외국인","","1","1",
"중계본동","70~74세","계","","601","625",
"중계본동","70~74세","한국인","","599","622",
"중계본동","70~74세","등록외국인","","2","3",
"중계본동","75~79세","계","","435","444",
"중계본동","75~79세","한국인","","435","444",
"중계본동","75~79세","등록외국인","","-","-",
"중계본동","80~84세","계","","353","349",
"중계본동","80~84세","한국인","","353","349",
"중계본동","80~84세","등록외국인","","-","-",
"중계본동","85~89세","계","","200","197",
"중계본동","85~89세","한국인","","200","197",
"중계본동","85~89세","등록외국인","","-","-",
"중계본동","90~94세","계","","77","78",
"중계본동","90~94세","한국인","","77","78",
"중계본동","90~94세","등록외국인","","-","-",
"중계본동","95~99세","계","","18","21",
"중계본동","95~99세","한국인","","18","21",
"중계본동","95~99세","등록외국인","","-","-",
"중계본동","100세 이상","계","","2","2",
"중계본동","100세 이상","한국인","","2","2",
"중계본동","100세 이상","등록외국인","","-","-",
"중계1동","합계","계","","26260","26212",
"중계1동","합계","한국인","","26153","26106",
"중계1동","합계","등록외국인","","107","106",
"중계1동","0~4세","계","","318","341",
"중계1동","0~4세","한국인","","318","341",
"중계1동","0~4세","등록외국인","","-","-",
"중계1동","5~9세","계","","1321","1301",
"중계1동","5~9세","한국인","","1320","1300",
"중계1동","5~9세","등록외국인","","1","1",
"중계1동","10~14세","계","","2692","2704",
"중계1동","10~14세","한국인","","2688","2701",
"중계1동","10~14세","등록외국인","","4","3",
"중계1동","15~19세","계","","2490","2434",
"중계1동","15~19세","한국인","","2486","2431",
"중계1동","15~19세","등록외국인","","4","3",
"중계1동","20~24세","계","","1580","1552",
"중계1동","20~24세","한국인","","1564","1540",
"중계1동","20~24세","등록외국인","","16","12",
"중계1동","25~29세","계","","1106","1114",
"중계1동","25~29세","한국인","","1084","1089",
"중계1동","25~29세","등록외국인","","22","25",
"중계1동","30~34세","계","","812","817",
"중계1동","30~34세","한국인","","795","800",
"중계1동","30~34세","등록외국인","","17","17",
"중계1동","35~39세","계","","1016","1016",
"중계1동","35~39세","한국인","","1003","1004",
"중계1동","35~39세","등록외국인","","13","12",
"중계1동","40~44세","계","","2495","2473",
"중계1동","40~44세","한국인","","2488","2465",
"중계1동","40~44세","등록외국인","","7","8",
"중계1동","45~49세","계","","3128","3129",
"중계1동","45~49세","한국인","","3120","3120",
"중계1동","45~49세","등록외국인","","8","9",
"중계1동","50~54세","계","","3167","3121",
"중계1동","50~54세","한국인","","3164","3118",
"중계1동","50~54세","등록외국인","","3","3",
"중계1동","55~59세","계","","1798","1833",
"중계1동","55~59세","한국인","","1793","1827",
"중계1동","55~59세","등록외국인","","5","6",
"중계1동","60~64세","계","","1419","1413",
"중계1동","60~64세","한국인","","1415","1409",
"중계1동","60~64세","등록외국인","","4","4",
"중계1동","65~69세","계","","1155","1171",
"중계1동","65~69세","한국인","","1154","1170",
"중계1동","65~69세","등록외국인","","1","1",
"중계1동","70~74세","계","","629","661",
"중계1동","70~74세","한국인","","628","660",
"중계1동","70~74세","등록외국인","","1","1",
"중계1동","75~79세","계","","468","467",
"중계1동","75~79세","한국인","","467","466",
"중계1동","75~79세","등록외국인","","1","1",
"중계1동","80~84세","계","","367","374",
"중계1동","80~84세","한국인","","367","374",
"중계1동","80~84세","등록외국인","","-","-",
"중계1동","85~89세","계","","205","203",
"중계1동","85~89세","한국인","","205","203",
"중계1동","85~89세","등록외국인","","-","-",
"중계1동","90~94세","계","","83","77",
"중계1동","90~94세","한국인","","83","77",
"중계1동","90~94세","등록외국인","","-","-",
"중계1동","95~99세","계","","8","9",
"중계1동","95~99세","한국인","","8","9",
"중계1동","95~99세","등록외국인","","-","-",
"중계1동","100세 이상","계","","3","2",
"중계1동","100세 이상","한국인","","3","2",
"중계1동","100세 이상","등록외국인","","-","-",
"중계4동","합계","계","","19064","19027",
"중계4동","합계","한국인","","18863","18822",
"중계4동","합계","등록외국인","","201","205",
"중계4동","0~4세","계","","266","252",
"중계4동","0~4세","한국인","","266","252",
